C3(=O)[C@@H]4CCCN=C(N)N.C%15(=O)[C@@H]7CCCN=C(N)N.[C@H]9(CCCN=C(N)N)C%19=O.[C@H]%10(CCCN=C(N)N)C(N)=O.c1%11c[nH]c2ccccc12.c1%12c[nH]c2ccccc12.CC[C@H](C)[C@H]%20C%17=O.C%13(=O)[C@@H]5C(C)C.C%14(=O)[C@@H]6C%11.C%16(=O)[C@@H](N)CS.[C@H]8(C%12)C%18=O.N3%20.N%134.N%145.N%156.N%167.N%178.N%189.N%19%10	CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CS)C(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O
C2(=O)[C@@H]%14CCCN=C(N)N.C%13(=O)[C@@H]%15CCCN=C(N)N.C%36(=O)[C@@H]%16CCCN=C(N)N.C%38(=O)[C@@H]%18CCCN=C(N)N.[C@H]%26(CCCN=C(N)N)C(N)=O.C6(=O)[C@@H]%21CCCCN.CC[C@H](C)[C@H]%12C9=O.C%40(=O)[C@@H]%17[C@@H](C)CC.C%40(=O)[C@@H]%18CC(C)C.C7(=O)[C@@H]%22CC(=O)O.[C@H]%25(CC(N)=O)C%11=O.c1%33ccc(O)cc1.C8(=O)[C@@H](N)C(C)C.c1%34ccc(O)cc1.[C@@H]1%27CCCN1%35.[C@@H]1%28CCCN1%36.[C@@H]1%29CCCN1%38.[C@@H]1%30CCCN1%40.C3(=O)[C@@H]%19C%33.[C@@H]1%31CCCN15.[C@H]%23(C%34)C%10=O.c1%32cnc[nH]1.C%24%27=O.C%35%28=O.C%37%29=O.C%39%30=O.C4%31=O.N2%12.N%13%14.N%24%15.N%37%16.N%39%17.N3%18.N4%19.N6%20.N7%21.N8%22.N9%23.N%10%25.N%11%26	CC(C)[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(N)=O.CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)[C@@H](CC(C)C)C(=O)C(=O)[C@@H](NC(=O)[C@@H]1CCCN1)[C@@H](C)CC)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O.NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1.c1c[nH]cn1
C%12(=O)[C@@H](N)CCCN=C(N)N.C1(=O)[C@@H]3CCCCN.[C@H]8(CCCCN)C%16=O.CC[C@H](C)[C@H]2C%14=O.C%11(=O)[C@@H]4CC(C)C.[C@H]7(CC(N)=O)C%16=O.[C@H]7(CC(C)C)C%17=O.[C@@H]6(C%15=O)C(C)C.[C@H]9(CO)C%18=O.[C@H]%10(C)C(=O)O.N12.N%113.N%124.N%135.N%146.N%157.N%168.N%179.N%18%10	CC(C)C[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)O)[C@@H](CC(N)=O)C(=O)C(=O)[C@@H](N)CCCCN.CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@H](C(N)=O)C(C)C.N
C%35(=O)[C@@H]%20CCCN=C(N)N.C%24(=O)[C@@H]%18CCC(N)=O.C%41(=O)[C@@H]%21CCCCN.C%24(=O)[C@@H]%21CCCCN.[C@H]%29(CCCCN)C7=O.[C@H]%31(CCC(N)=O)C%10=O.[C@H]%32(CCC(=O)O)C%10=O.CC[C@H](C)[C@H]%16C6=O.C%35(=O)[C@@H]%23CC(C)C.C3(=O)[C@@H]%27CC(C)C.[C@H]%31(CC(C)C)C9=O.[C@H]%34(CC(C)C)C%12=O.[C@H]%36(CC(C)C)C(=O)O.C%42(=O)[C@@H]%22C(C)C.C%43(=O)[C@@H]%22C(C)C.C%44(=O)[C@@H]%25C(C)C.c1%40ccc(O)cc1.C%13(=O)[C@@H]%19C%37.c1%37ccccc1.[C@H]%33(C%38)C%11=O.[C@H]%36(C%39)C%15=O.c1%39ccccc1.C2(=O)C%17.C5(=O)CN.N2%16.N%13%17.N%24%18.N%35%19.N%41%20.N%42%21.N%43%22.N%44%23.N%45%25.N4%26.N5%27.N6%28.N7%29.N8%30.N9%31.N%10%32.N%11%33.N%12%34.N%14%35.N%15%36	CC(C)C[C@@H](C(=O)O)[C@@H](Cc1ccccc1)C(N)=O.CC(C)C[C@@H](C(N)=O)[C@@H](CCC(N)=O)C(=O)C(=O)[C@@H](N)CCC(=O)O.CC(C)C[C@@H](C=O)NC(=O)CN.CC(C)C[C@@H]1NC1=O.CC(C)C[C@H](NC(=O)[C@@H](N)C(C)C)C(=O)C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCCN)[C@@H](CCCCN)C(=O)C(=O)[C@@H](N)CCC(N)=O.CC(C)[C@@H](C(N)=O)[C@H](C(N)=O)C(C)C.CC[C@H](C)[C@H](NC(=O)CNC(=O)[C@H](Cc1ccccc1)NN)C(N)=O.C[C@@H]1NC1=O.N.N.NCCCC[C@@H]1NC1=O.Oc1ccccc1
C2(=O)[C@@H]5CCCCN.C%22(=O)[C@@H](N)CCCCN.[C@H]%12(CCCCN)C3=O.C%18(=O)[C@H]7CCCN.C%21(=O)[C@@H]9[C@@H](O)CN.C=%15(N2)C%23=O.C%13(=O)[C@@H]6C%16.[C@@H]1%14CCCN1%18.C%20(=O)[C@@H]%10CO.c1%16cnc[nH]1.C%14CCCN.C=CN=C(N)N4.C%19(=O)C8.C%17%15=O.N25.N%136.N%177.N%198.N%209.N%21%10.N%22%11.N%23%12.N3%14	INVALID
C2(=O)[C@@H]%11CCCN=C(N)N.C%32(=O)[C@@H]%14CCCN=C(N)N.C4(=O)[C@@H]%18CCCN=C(N)N.C6(=O)[C@@H]%17CCCN=C(N)N.CC(C)C[C@H]%10C9=O.C%34(=O)[C@@H]%15CC(C)C.[C@@H]1%19CCCN1%24.[C@@H]1%20CCCN1%31.[C@@H]1%21CCCN1%34.C%34(=O)[C@@H]%16C%29.c1%29ccccc1.[C@@H]1%22CCCN13.[C@@H]1%23CCCN14.[C@@H]1%24CCCN15.[C@@H]1%25CCCN16.[C@@H]1%26CCCN18.[C@@H]1%27CCCN19.[C@H]%18(C%28)C%10=O.c1%28cnc[nH]1.C%13%19=O.C%30%20=O.C%31%21=O.C%33%22=O.C%35%23=O.C3%25=O.C5%26=O.C7%27=O.C%27(=O)O.N2%10.N%13%11.N%30%12.N%32%14.N%33%15.N%35%16.N6%17.N7%18	CC(C)C[C@H](C(=O)[C@H](Cc1cnc[nH]1)[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)Cc1ccccc1)C(=O)N1CCC[C@H]1C(N)=O.CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(N)=O.NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1[C@@H]1CCCN1C(=O)[C@@H]1CCCN1.NC(N)=NCCC[C@@H]1NC1=O.O=CO
CCCCCCCCCCCC3=O.c1%22c[nH]c2ccccc12.[C@H]%13(CCCCN)C%27=O.[C@H]%17(CCCCN)C%29=O.[C@H]%18(CCCCN)C5=O.[C@H]9(CC(C)C)C%23=O.[C@H]%11(CC(C)C)C%25=O.[C@H]%12(CC(C)C)C%26=O.[C@H]%15(CCCN)C%28=O.[C@@H]%16(CO=O)[C@@H](C)O.[C@@H]%16(C%30=O)C(C)C.[C@H]8(C%22)C%14=O.[C@H]%19(C)C6=O.[C@H]%20(C)C7=O.[C@H]%21(C)C(N)=O.N38.N%149.N%23%10.N%24%11.N%25%12.N%26%13.N%27%15.N%28%16.N%29%17.N4%18.N5%19.N6%20.N7%21	INVALID
[C@@H]%15(CCCN=C(N)N)C5=O.[C@@H]%16(CCCN=C(N)N)C(N)=O.c1%18c[nH]c2ccccc12.[C@@H]9(CCCCN)C%23=O.[C@@H]%10(CCCCN)C%25=O.[C@@H]%11(CCCCN)C%26=O.[C@@H]%12(CCCCN)C%27=O.CC[C@@H](C)[C@@H](N)C3=O.[C@@H]6(CC(C)C)C%14=O.[C@@H]7(C%18)C%21=O.[C@@H]8(C%19)C%22=O.c1%19ccccc1.N1%23CCC[C@@H]1%17.[C@@H]%13(C%20)C%28=O.c1%20ccccc1.C%24%17=O.N36.N%147.N%218.N%229.N%24%10.N%25%11.N%26%12.N%27%13.N4%15.N5%16	CC[C@@H](C)[C@@H](N)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](CCCCN)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](C=O)Cc1ccccc1.NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](N)CCCN=C(N)N
C3(=O)[C@@H]4CCCN=C(N)N.C%16(=O)[C@@H]6CCCN=C(N)N.[C@H]8(CCCN=C(N)N)C%20=O.[C@H]%10(CCCN=C(N)N)C(N)=O.c1%12c[nH]c2ccccc12.c1%15c[nH]c2ccccc12.[C@H]9(CCC(N)=O)C%21=O.C%11C[C@H]%22C%19=O.C%14(=O)[C@@H]5C%12.C%17(=O)[C@@H]7C%13.c1%13ccccc1.C%18(=O)[C@@H](N)C%15.CS%11.N3%22.N%144.N%165.N%176.N%187.N%198.N%209.N%21%10	CSCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O
[C@@H]1%10NC(=O)[C@H]%11NC(=O)[C@H]%12NC(=O)[C@H]%13NC(=O)[C@@H]2CCCN2C(=O)[C@H]%14NC(=O)[C@H]%14NC(=O)[C@H]%16NC(=O)[C@H]%17NC(=O)[C@H]%18NC(=O)[C@H]%19NC(=O)[C@H]%20NC(=O)[C@H]%21NC(=O)[C@H]%22NC2=O)NC(=O)[C@H]%22NC(=O)[C@H]%23NC(=O)CNC(=O)[C@H]%24NC(=O)CNC1=O.c1%25c[nH]c2ccccc12.C4(=O)[C@@H]%35CCCCN.c1%28c[nH]c2ccccc12.C%33(=O)[C@@H]6CCCCN.c1%29c[nH]c2ccccc12.c1%30ccc(O)cc1.c1%27ccccc1.c1%31ccccc1.c1%32ccccc1.C%13CCCN.C%14CCCN.C%16CC(N)=O.C%19CC(=O)O.C%22CCCN.C%23CCCN.CC[C@@H]%10C.C%18C(C)C.C7(C)C.C%15(C)=O.C%269=O.C%10(N)=O.C%12%27.S7C.S8C.C%11%29.C%16%27.C%17%28.C%20O.N4%33.N%15%35.N%335.C%17%30.C%24%32	INVALID
CCCCCCCCCCCCCC3=O.[C@H]8(CCCN=C(N)N)C%20=O.[C@H]%11(CCCN=C(N)N)C%24=O.[C@H]%17(CCCN=C(N)N)C(N)=O.[C@@H]6(CCCN)C%14=O.[C@H]7(CCCCN)C%21=O.c1%18c[nH]c2ccccc12.[C@H]%15(CCC(=O)O)C4=O.[C@@H]%16(C5=O)[C@@H](C)CC.[C@@H]9(C%22=O)C(C)C.[C@@H]%12(C%25=O)C(C)C.[C@H]%10(C%18)C%23=O.[C@H]%13(CO)C%26=O.N36.N%147.N%198.N%209.N%21%10.N%22%11.N%23%12.N%24%13.N%25%15.N4%16.N5%17	CC(C)[C@H](NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](C=O)CO.CCCCCCCCCCCCCC(=O)N[C@H](CCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(N)=O)[C@@H](C)CC)C(C)C
[C@H]%17(CCCN=C(N)N)C4=O.C2(=O)[C@@H]8CCCCN.C%13(=O)[C@@H]9CCCCN.[C@H]%14(CCCCN)C%27=O.[C@H]%15(CCCCN)C%28=O.CC[C@H](C)[C@H]7C%25=O.C%24(=O)[C@@H](N)CC(C)C.[C@H]%16(CC(C)C)C3=O.[C@@H]%19(C6=O)[C@@H](C)CC.[C@@H]%12(C%26=O)C(C)C.[C@@H]%18(C5=O)C(C)C.[C@@H]%20(C(N)=O)C(C)C.C%22(=O)[C@@H]%10C%21.c1%21cnc[nH]1.C%23(=O)C%11.N27.N%138.N%229.N%23%10.N%24%11.N%25%12.N%26%14.N%27%15.N%28%16.N3%17.N4%18.N5%19.N6%20	CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CNC(=O)[C@@H](N)CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(N)=O)C(C)C)[C@@H](C)CC)C(C)C)C(C)C
C%19(=O)[C@@H]8CCCN=C(N)N.C3(=O)[C@@H](N)CCCN=C(N)N.C2(=O)[C@@H]6CCC(N)=O.C%18(=O)[C@@H]7CCC(N)=O.C%21(=O)[C@@H]%10CCC(=O)O.C%23(=O)[C@@H]%14CCCCN.CC[C@H](C)[C@H]4C(=O)O.C%13(=O)[C@@H]5[C@@H](C)CC.c1%17ccc(O)cc1.C%22(=O)[C@@H]%12CC%15.C%20(=O)[C@@H]9C%16.c1%16ccccc1.C%24(=O)[C@@H]%15C%17.N24.N%135.N%186.N%197.N%208.S%15C.N%219.N%22%10.N%23%11.N%24%12.N3%14	CC[C@H](C)[C@@H]1NC1=O.CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1CC[C@@H](Cc2ccc(O)cc2)C(=O)N1)C(=O)O.CS.NCCCC[C@H](NC(=O)[C@@H](N)CCCN=C(N)N)C(N)=O
[C@H]%22(CCCN=C(N)N)C6=O.[C@H]%24(CCCN=C(N)N)C8=O.[C@H]%26(CCCN=C(N)N)C9=O.c1%30c[nH]c2ccccc12.[C@H]%15(CCCCN)C%36=O.c1%31c[nH]c2ccccc12.c1%32c[nH]c2ccccc12.c1%33c[nH]c2ccccc12.CC[C@H](C)[C@H](N)C3=O.[C@H]%18(CC(C)C)C%39=O.[C@H]%21(CC(C)C)C5=O.[C@@H]%27(C%10=O)[C@@H](C)CC.[C@H]=(C%29)C%14=O.c1%29ccccc1.[C@H]%11(C%30)C%14=O.c1%30ccccc1.[C@H]%12(CS)C%25=O.[C@H]%13(C%31)C%35=O.[C@H]%16(CS)C%37=O.[C@H]%20(C%32)C4=O.[C@H]%23(C%33)C7=O.[C@H]%28(C%34)C(=O)O.C%17C%38=O.N3%11.N%14%12.N%25%13.N%35%15.N%36%16.N%37%17.N%38%18.N%39%19.N%40%20.N4%21.N5%22.N6%23.N7%24.N8%26.N9%27.N%10%28	INVALID
